ticket_id,created_at,subject,description,product_area,customer_tier,priority,status,channel,tags
TCK-1278,2026-07-05,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 1.,admin,free,medium,pending,email,permissions|roles|admin
TCK-1280,2026-07-05,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 3.,admin,pro,medium,open,api,permissions|roles|admin
TCK-1314,2026-07-05,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 5.,integrations,enterprise,medium,solved,email,slack|integration|disconnect
TCK-1338,2026-07-05,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 0.,workflow,pro,medium,solved,web,bulk-actions|feature-request|workflow
TCK-1368,2026-07-05,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,pro,low,open,web,mobile|settings
TCK-1389,2026-07-05,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,medium,open,email,profile|settings
TCK-1411,2026-07-05,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,enterprise,low,pending,email,pdf|formatting
TCK-1414,2026-07-05,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,pro,low,solved,chat,mobile|settings
TCK-1419,2026-07-05,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,free,low,open,web,profile|settings
TCK-1034,2026-07-06,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,pro,high,open,email,csv|export|timeout|reporting
TCK-1052,2026-07-06,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,enterprise,urgent,pending,chat,csv|export|timeout|reporting
TCK-1055,2026-07-06,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,high,solved,chat,csv|export|timeout|reporting
TCK-1058,2026-07-06,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,enterprise,high,solved,web,csv|export|timeout|reporting
TCK-1120,2026-07-06,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,pro,high,pending,api,sso|login|authentication|redirect
TCK-1125,2026-07-06,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 0.,authentication,enterprise,urgent,open,chat,sso|login|authentication|redirect
TCK-1152,2026-07-06,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 5.,api,free,high,solved,web,api|rate-limit|developer-experience
TCK-1153,2026-07-06,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 6.,api,pro,medium,open,email,api|rate-limit|developer-experience
TCK-1170,2026-07-06,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 5.,api,free,medium,solved,chat,api|rate-limit|developer-experience
TCK-1174,2026-07-06,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 2.,api,enterprise,high,pending,web,api|rate-limit|developer-experience
TCK-1198,2026-07-06,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 0.,billing,enterprise,medium,solved,api,billing|invoice|finance
TCK-1229,2026-07-06,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 4.,search,free,urgent,pending,email,search|performance|latency
TCK-1233,2026-07-06,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 1.,search,pro,urgent,pending,web,search|performance|latency
TCK-1246,2026-07-06,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 0.,search,enterprise,urgent,open,chat,search|performance|latency
TCK-1270,2026-07-06,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 0.,admin,free,medium,open,api,permissions|roles|admin
TCK-1276,2026-07-06,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 6.,admin,pro,high,pending,email,permissions|roles|admin
TCK-1348,2026-07-06,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 3.,workflow,enterprise,low,pending,api,bulk-actions|feature-request|workflow
TCK-1371,2026-07-06,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,free,medium,open,api,profile|settings
TCK-1382,2026-07-06,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,pro,medium,solved,api,onboarding|how-to
TCK-1386,2026-07-06,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,enterprise,medium,pending,email,pdf|formatting
TCK-1405,2026-07-06,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,enterprise,low,solved,api,onboarding|how-to
TCK-1409,2026-07-06,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,medium,solved,email,profile|settings
TCK-1023,2026-07-07,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,enterprise,urgent,open,web,csv|export|timeout|reporting
TCK-1053,2026-07-07,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,free,urgent,open,web,csv|export|timeout|reporting
TCK-1059,2026-07-07,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,enterprise,high,pending,email,csv|export|timeout|reporting
TCK-1064,2026-07-07,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,free,urgent,solved,api,csv|export|timeout|reporting
TCK-1117,2026-07-07,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 6.,authentication,pro,high,open,api,sso|login|authentication|redirect
TCK-1158,2026-07-07,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 4.,api,free,medium,pending,api,api|rate-limit|developer-experience
TCK-1163,2026-07-07,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 2.,api,pro,medium,open,web,api|rate-limit|developer-experience
TCK-1191,2026-07-07,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 0.,billing,pro,high,solved,email,billing|invoice|finance
TCK-1194,2026-07-07,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 3.,billing,enterprise,high,pending,web,billing|invoice|finance
TCK-1201,2026-07-07,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 3.,billing,free,medium,pending,api,billing|invoice|finance
TCK-1241,2026-07-07,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 2.,search,free,urgent,solved,api,search|performance|latency
TCK-1344,2026-07-07,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 6.,workflow,pro,low,solved,web,bulk-actions|feature-request|workflow
TCK-1351,2026-07-07,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 6.,workflow,pro,low,solved,chat,bulk-actions|feature-request|workflow
TCK-1359,2026-07-07,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 6.,workflow,pro,low,pending,web,bulk-actions|feature-request|workflow
TCK-1406,2026-07-07,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,free,low,solved,chat,pdf|formatting
TCK-1032,2026-07-08,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,enterprise,urgent,pending,api,csv|export|timeout|reporting
TCK-1037,2026-07-08,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,pro,urgent,open,api,csv|export|timeout|reporting
TCK-1040,2026-07-08,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,enterprise,high,open,chat,csv|export|timeout|reporting
TCK-1048,2026-07-08,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,high,solved,api,csv|export|timeout|reporting
TCK-1061,2026-07-08,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,pro,urgent,solved,api,csv|export|timeout|reporting
TCK-1099,2026-07-08,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,enterprise,high,pending,web,sso|login|authentication|redirect
TCK-1119,2026-07-08,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,enterprise,urgent,solved,web,sso|login|authentication|redirect
TCK-1159,2026-07-08,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 5.,api,pro,high,solved,email,api|rate-limit|developer-experience
TCK-1237,2026-07-08,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 5.,search,free,urgent,pending,web,search|performance|latency
TCK-1285,2026-07-08,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 2.,admin,pro,high,pending,api,permissions|roles|admin
TCK-1312,2026-07-08,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 3.,integrations,free,high,open,web,slack|integration|disconnect
TCK-1341,2026-07-08,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 3.,workflow,pro,medium,solved,api,bulk-actions|feature-request|workflow
TCK-1343,2026-07-08,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 5.,workflow,pro,low,solved,web,bulk-actions|feature-request|workflow
TCK-1349,2026-07-08,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 4.,workflow,pro,medium,pending,email,bulk-actions|feature-request|workflow
TCK-1021,2026-07-09,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,pro,urgent,pending,api,csv|export|timeout|reporting
TCK-1038,2026-07-09,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,free,urgent,pending,api,csv|export|timeout|reporting
TCK-1094,2026-07-09,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 4.,authentication,pro,high,solved,api,sso|login|authentication|redirect
TCK-1096,2026-07-09,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 6.,authentication,pro,urgent,pending,api,sso|login|authentication|redirect
TCK-1110,2026-07-09,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 6.,authentication,free,urgent,open,chat,sso|login|authentication|redirect
TCK-1113,2026-07-09,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,pro,urgent,open,web,sso|login|authentication|redirect
TCK-1154,2026-07-09,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 0.,api,pro,high,solved,email,api|rate-limit|developer-experience
TCK-1155,2026-07-09,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 1.,api,enterprise,high,solved,api,api|rate-limit|developer-experience
TCK-1161,2026-07-09,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 0.,api,pro,medium,solved,api,api|rate-limit|developer-experience
TCK-1192,2026-07-09,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 1.,billing,pro,high,solved,chat,billing|invoice|finance
TCK-1204,2026-07-09,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 6.,billing,pro,high,solved,web,billing|invoice|finance
TCK-1206,2026-07-09,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 1.,billing,free,medium,open,chat,billing|invoice|finance
TCK-1228,2026-07-09,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 3.,search,pro,high,pending,chat,search|performance|latency
TCK-1240,2026-07-09,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 1.,search,free,high,solved,web,search|performance|latency
TCK-1279,2026-07-09,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 2.,admin,enterprise,high,solved,email,permissions|roles|admin
TCK-1307,2026-07-09,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 5.,integrations,pro,high,solved,email,slack|integration|disconnect
TCK-1352,2026-07-09,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 0.,workflow,enterprise,medium,solved,email,bulk-actions|feature-request|workflow
TCK-1404,2026-07-09,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,medium,solved,chat,profile|settings
TCK-1026,2026-07-10,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,pro,high,pending,chat,csv|export|timeout|reporting
TCK-1030,2026-07-10,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,enterprise,high,open,api,csv|export|timeout|reporting
TCK-1042,2026-07-10,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,pro,high,open,email,csv|export|timeout|reporting
TCK-1050,2026-07-10,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,enterprise,high,solved,chat,csv|export|timeout|reporting
TCK-1063,2026-07-10,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,enterprise,high,pending,chat,csv|export|timeout|reporting
TCK-1093,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 3.,authentication,enterprise,urgent,pending,web,sso|login|authentication|redirect
TCK-1101,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 4.,authentication,pro,high,open,web,sso|login|authentication|redirect
TCK-1105,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,free,urgent,pending,email,sso|login|authentication|redirect
TCK-1111,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 0.,authentication,enterprise,urgent,open,chat,sso|login|authentication|redirect
TCK-1116,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 5.,authentication,enterprise,urgent,pending,api,sso|login|authentication|redirect
TCK-1118,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 0.,authentication,pro,high,solved,api,sso|login|authentication|redirect
TCK-1121,2026-07-10,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 3.,authentication,pro,urgent,open,web,sso|login|authentication|redirect
TCK-1199,2026-07-10,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 1.,billing,enterprise,high,open,web,billing|invoice|finance
TCK-1205,2026-07-10,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 0.,billing,free,high,pending,web,billing|invoice|finance
TCK-1235,2026-07-10,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 3.,search,pro,high,pending,api,search|performance|latency
TCK-1239,2026-07-10,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 0.,search,free,urgent,open,web,search|performance|latency
TCK-1242,2026-07-10,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 3.,search,enterprise,high,pending,web,search|performance|latency
TCK-1272,2026-07-10,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 2.,admin,enterprise,high,open,api,permissions|roles|admin
TCK-1302,2026-07-10,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 0.,integrations,pro,high,open,api,slack|integration|disconnect
TCK-1305,2026-07-10,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 3.,integrations,pro,high,open,chat,slack|integration|disconnect
TCK-1311,2026-07-10,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 2.,integrations,enterprise,medium,solved,chat,slack|integration|disconnect
TCK-1356,2026-07-10,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 3.,workflow,pro,low,solved,chat,bulk-actions|feature-request|workflow
TCK-1379,2026-07-10,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,enterprise,medium,open,chat,profile|settings
TCK-1395,2026-07-10,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,enterprise,low,open,web,onboarding|how-to
